street_name,number,url,m2,price,price/m2,city,country,full_address,lat,lon,neighborhood
Bartholomeus Diazstraat,52-2,https://www.funda.nl/detail/koop/amsterdam/appartement-bartholomeus-diazstraat-52-2/43830983/,50,400000.0,8000.0,Amsterdam,Netherlands,"Bartholomeus Diazstraat 52-2, Amsterdam, Netherlands",52.3699784,4.8528164,baarsjes
Zaandijkstraat,4-1,https://www.funda.nl/detail/koop/amsterdam/appartement-zaandijkstraat-4-1/43827212/,43,400000.0,9302.33,Amsterdam,Netherlands,"Zaandijkstraat 4-1, Amsterdam, Netherlands",52.3881989,4.8799343,spaarndammerbuurt
Jan Haringstraat,16-4,https://www.funda.nl/detail/koop/amsterdam/appartement-jan-haringstraat-16-4/43804648/,60,499500.0,8325.0,Amsterdam,Netherlands,"Jan Haringstraat 16-4, Amsterdam, Netherlands",52.3763017,4.8613884,erasmusbuurt
Kinkerstraat,175-e,https://www.funda.nl/detail/koop/amsterdam/appartement-kinkerstraat-175-e/43855341/,51,395000.0,7745.1,Amsterdam,Netherlands,"Kinkerstraat 175-e, Amsterdam, Netherlands",52.3657632,4.8673627,amsterdam-west
Reinier Claeszenstraat,4-b1,https://www.funda.nl/detail/koop/amsterdam/appartement-reinier-claeszenstraat-4-b1/43749460/,54,435000.0,8055.56,Amsterdam,Netherlands,"Reinier Claeszenstraat 4-b1, Amsterdam, Netherlands",52.3714689,4.8625489,erasmusbuurt
Bilderdijkstraat,196-2,https://www.funda.nl/detail/koop/amsterdam/appartement-bilderdijkstraat-196-2/43606066/,62,475000.0,7661.29,Amsterdam,Netherlands,"Bilderdijkstraat 196-2, Amsterdam, Netherlands",52.3664168,4.8723781,amsterdam-west
Van Hogendorpstraat,195-4,https://www.funda.nl/detail/koop/amsterdam/appartement-van-hogendorpstraat-195-4/43523621/,35,375000.0,10714.29,Amsterdam,Netherlands,"Van Hogendorpstraat 195-4, Amsterdam, Netherlands",52.3825717,4.8714499,staatsliedenbuurt
Overtoom,115-d,https://www.funda.nl/detail/koop/amsterdam/appartement-overtoom-115-d/43948631/,39,400000.0,10256.41,Amsterdam,Netherlands,"Overtoom 115-d, Amsterdam, Netherlands",52.3622294,4.874055,Unknown
Elandsgracht,98-2,https://www.funda.nl/detail/koop/amsterdam/appartement-elandsgracht-98-2/43946020/,59,495000.0,8389.83,Amsterdam,Netherlands,"Elandsgracht 98-2, Amsterdam, Netherlands",52.3695313,4.8798687,jordaan
Van Hogendorpstraat,143-1,https://www.funda.nl/detail/koop/amsterdam/appartement-van-hogendorpstraat-143-1/43932918/,43,375000.0,8720.93,Amsterdam,Netherlands,"Van Hogendorpstraat 143-1, Amsterdam, Netherlands",52.3829954,4.8737662,staatsliedenbuurt
Marco Polostraat,274-2,https://www.funda.nl/detail/koop/amsterdam/appartement-marco-polostraat-274-2/43927031/,53,450000.0,8490.57,Amsterdam,Netherlands,"Marco Polostraat 274-2, Amsterdam, Netherlands",52.3723972,4.8550784,erasmusbuurt
Jacob Van Lennepstraat,56-2v,https://www.funda.nl/detail/koop/amsterdam/appartement-jacob-van-lennepstraat-56-2v/43918320/,29,325000.0,11206.9,Amsterdam,Netherlands,"Jacob Van Lennepstraat 56-2v, Amsterdam, Netherlands",52.3664391,4.8734582,amsterdam-west
Erasmusgracht,51-2,https://www.funda.nl/detail/koop/amsterdam/appartement-erasmusgracht-51-2/43917710/,50,399995.0,7999.9,Amsterdam,Netherlands,"Erasmusgracht 51-2, Amsterdam, Netherlands",52.3748662,4.8446076,erasmusbuurt
Eerste Constantijn Huygensstraat,90-4,https://www.funda.nl/detail/koop/amsterdam/appartement-eerste-constantijn-huygensstraat-90-4/43917663/,49,465000.0,9489.8,Amsterdam,Netherlands,"Eerste Constantijn Huygensstraat 90-4, Amsterdam, Netherlands",52.3630465,4.8747736,amsterdam-west
Goudsbloemstraat,106-h,https://www.funda.nl/detail/koop/amsterdam/appartement-goudsbloemstraat-106-h/43915643/,39,395000.0,10128.21,Amsterdam,Netherlands,"Goudsbloemstraat 106-h, Amsterdam, Netherlands",52.3806004,4.8830904,jordaan
Bentinckstraat,93-2,https://www.funda.nl/detail/koop/amsterdam/appartement-bentinckstraat-93-2/43906638/,39,375000.0,9615.38,Amsterdam,Netherlands,"Bentinckstraat 93-2, Amsterdam, Netherlands",52.383102,4.8714149,staatsliedenbuurt
Bestevaerstraat,55-c,https://www.funda.nl/detail/koop/amsterdam/appartement-bestevaerstraat-55-c/43998060/,56,450000.0,8035.71,Amsterdam,Netherlands,"Bestevaerstraat 55-c, Amsterdam, Netherlands",52.3744933,4.859532,erasmusbuurt
Bos En Lommerplantsoen,97-c,https://www.funda.nl/detail/koop/amsterdam/appartement-bos-en-lommerplantsoen-97-c/43973617/,30,275000.0,9166.67,Amsterdam,Netherlands,"Bos En Lommerplantsoen 97-c, Amsterdam, Netherlands",52.3758883,4.8443872,bos en lommer
Blancefloorstraat,5-1,https://www.funda.nl/detail/koop/amsterdam/appartement-blancefloorstraat-5-1/43970185/,54,445000.0,8240.74,Amsterdam,Netherlands,"Blancefloorstraat 5-1, Amsterdam, Netherlands",52.3772896,4.8557538,bos en lommer
Kanaalstraat,197-1,https://www.funda.nl/detail/koop/amsterdam/appartement-kanaalstraat-197-1/43964129/,49,495000.0,10102.04,Amsterdam,Netherlands,"Kanaalstraat 197-1, Amsterdam, Netherlands",52.3606162,4.857495,Unknown
Lange Leidsedwarsstraat,126-3,https://www.funda.nl/detail/koop/amsterdam/appartement-lange-leidsedwarsstraat-126-3/43845537/,50,399000.0,7980.0,Amsterdam,Netherlands,"Lange Leidsedwarsstraat 126-3, Amsterdam, Netherlands",52.3636474,4.8849129,Unknown
Burgemeester Cramergracht,73,https://www.funda.nl/detail/koop/amsterdam/appartement-burgemeester-cramergracht-73/43788375/,77,395000.0,5129.87,Amsterdam,Netherlands,"Burgemeester Cramergracht 73, Amsterdam, Netherlands",52.3729488,4.8323537,Unknown
Hoofdweg,333-2,https://www.funda.nl/detail/koop/amsterdam/appartement-hoofdweg-333-2/43909205/,56,435000.0,7767.86,Amsterdam,Netherlands,"Hoofdweg 333-2, Amsterdam, Netherlands",52.3706741,4.8496657,erasmusbuurt
Fannius Scholtenstraat,62-h,https://www.funda.nl/detail/koop/amsterdam/appartement-fannius-scholtenstraat-62-h/43983679/,34,375000.0,11029.41,Amsterdam,Netherlands,"Fannius Scholtenstraat 62-h, Amsterdam, Netherlands",52.383392,4.8740548,staatsliedenbuurt
John Franklinstraat,77-2,https://www.funda.nl/detail/koop/amsterdam/appartement-john-franklinstraat-77-2/43980494/,53,375000.0,7075.47,Amsterdam,Netherlands,"John Franklinstraat 77-2, Amsterdam, Netherlands",52.3729917,4.8533675,erasmusbuurt
Van Spilbergenstraat,27-2,https://www.funda.nl/detail/koop/amsterdam/appartement-van-spilbergenstraat-27-2/43978963/,41,425000.0,10365.85,Amsterdam,Netherlands,"Van Spilbergenstraat 27-2, Amsterdam, Netherlands",52.3652831,4.8520069,baarsjes
Lijnbaansgracht,130-b,https://www.funda.nl/detail/koop/amsterdam/appartement-lijnbaansgracht-130-b/43958159/,45,425000.0,9444.44,Amsterdam,Netherlands,"Lijnbaansgracht 130-b, Amsterdam, Netherlands",52.3718087,4.8765535,jordaan
Derde Hugo De Grootstraat,33-2,https://www.funda.nl/detail/koop/amsterdam/appartement-derde-hugo-de-grootstraat-33-2/43831734/,47,350000.0,7446.81,Amsterdam,Netherlands,"Derde Hugo De Grootstraat 33-2, Amsterdam, Netherlands",52.3739139,4.8708318,frederik hendrik buurt
Bos En Lommerplantsoen,89-m,https://www.funda.nl/detail/koop/amsterdam/appartement-bos-en-lommerplantsoen-89-m/43929596/,31,265000.0,8548.39,Amsterdam,Netherlands,"Bos En Lommerplantsoen 89-m, Amsterdam, Netherlands",52.3757479,4.8442235,bos en lommer
Van Hogendorpstraat,143-h,https://www.funda.nl/detail/koop/amsterdam/appartement-van-hogendorpstraat-143-h/43843643/,40,395000.0,9875.0,Amsterdam,Netherlands,"Van Hogendorpstraat 143-h, Amsterdam, Netherlands",52.3829947,4.8737666,staatsliedenbuurt
